vendor,catalog,description,bin_locations,ai_keywords
ALF,LT121000,"1/2"" MET L/T, NON UL 1000'",{19-12-703},"{""1/2 inch metallic conduit"",""metallic conduit"",""MET L/T conduit"",""non UL conduit"",""ALF LT121000"",""electrical conduit"",""metal conduit"",""1/2\"" conduit"",""flexible conduit"",""NEMA rated conduit"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ALF,LT12500,"1/2"" MET L/T, NON UL 500'",{19-26-702},"{""1/2 inch MET L/T"",""Metal Conduit"",""Non UL Listed Conduit"",LT12500,""Electrical Conduit"",""Liquid Tight Conduit"",""500 feet"",ALF,""Metallic Conduit"",""NEMA Type 1"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ALF,LT1400,"1"" MET L/T, NON UL 400'",{19-20-701},"{""1 inch MET L/T"",""ALF LT1400"",""non UL"",""metal liquid tight"",""LIQUID TIGHT connector"",""NEMA rated"",""400 foot"",conduit,""electrical parts"",""flexible conduit"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
ALF,LT1NM400,"1"" NM L/T 400'",{19-38-902},"{""1 inch NM cable"",""NM cable"",""non-metallic sheathed cable"",LT1NM400,""400 ft NM wire"",""ALF electrical wire"",""NEMA cable"",Romex,""NM-B wire"",""rated for residential wiring"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
ALF,LT2,"2"" MET L/T, NON UL 50'",{19-23-902},"{""2 inch MET L/T conduit"",""LT2 conduit"",""metal conduit"",""non UL conduit"",""LIQUIDTIGHT METAL conduit"",""LT conduit"",""NEMA service type"",""5-star rated conduit"",""2 inch liquid-tight conduit"",""ALF electrical parts"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ALF,LT2100,"2"" MET L/T, NON UL 100'",{19-37-701},"{""2 inch metal conduit"",""L/T conduit"",""non UL rated conduit"",LT2100,""ALF electrical parts"",""metal raceway"",""conduit for electrical wiring"",""electrical conduit"",""100 foot roll"",""NEMA conduit"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ALF,LT212,"2-1/2"" MET L/T, NON UL 25'",{19-23-801},"{""2-1/2 inch MET L/T"",""metallic liquid tight conduit"",""M/L T conduit"",""Non UL rated conduit"",""25 foot conduit"",""metal conduit"",""liquid tight conduit"",""ALF LT212"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ALF,LT2NM100,"2"" NM L/T 100'",{19-24-701},"{""2 inch non-metallic conduit"",""NM conduit"",""type NM cable"",""non-metallic sheathed cable"",""NEMA rated NM"",""100 feet NM cable"",""ALF LT2NM100"",""NM electrical wiring"",""non-metal conduit"",""NM wire"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ALF,LT3,"3"" MET L/T, NON UL 25'",{19-25-801},"{""3 inch MET L/T"",""metal conduit"",LT3,""non UL conduit"",""25 foot conduit"",""NEMA type L"",""electrical conduit"",""aluminum conduit"",""heavy duty conduit"",""conduit pipe"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ALF,LT34,"3/4"" MET L/T, NON UL 100'",{19-19-902},"{""3/4 inch metallic conduit"",""metallic conduit"",""M/T conduit"",""non UL rated"",""100 feet metallic conduit"",""NEMA type not applicable"",""ALF LT34"",""aluminum conduit"",""electrical conduit"",""conduit piping"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
ALF,LT34500,"3/4"" MET L/T, NON UL 500'",{19-32-901},"{""3/4 inch metallic conduit"",""metallic conduit"",M/TC,""metal tubing connector"",""non-UL rated"",NEMA,""500 feet"",""ALF LT34500"",""conduit product"",""electrical conduit"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
ALF,LT34NM1000,"3/4"" NM L/T 1000'",{19-30-601},"{""3/4 inch NM cable"",""non-metallic sheathed cable"",""NM wire"",""type NM"",""NEMA type NM"",""1000 feet NM cable"",""ALF LT34NM1000"",""electrical wiring"",""insulated wire"",""UL listed NM cable"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
ALF,LT38,"3/8"" MET L/T, NON UL 100'",{19-19-701},"{```json,""3/8 inch Metal Conduit"",""Metal Liquid Tight Conduit"",""LT38 conduit"",""Liquid Tight Electrical Conduit"",""Non-UL rated conduit"",""Electrical conduit"",""Metal conduit 100 feet"",""3/8 conduit"",""NEMA rated conduit"",9.5mm,""9.5 mm"",10mm,""10 mm"",0.95cm,""0.95 cm"",1cm,""1 cm""}"
ALF,MC102BKWH,10/2 WG MC SOL BK/WH/GN ALU ARMOR 250',{11-38-902},"{""10/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Metal Armor Cable"",""Aluminum Armor Cable"",""NEMA 1"",""250 feet MC Cable"",""ALF MC102BKWH"",""Two Wire MC Cable"",""Electrical Wiring""}"
ALF,MC102BRGY1000,10/2 WG MC SOL BR/GY/GN ALU ARMOR 1000',{11-33-701},"{""10/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Aluminum Armor Cable"",""Multi-Conductor Cable"",""NEMA Rated Wire"",""10 AWG Wire"",""Water Resistant Cable"",""1000 Feet Length"",""Flexible Electrical Cable""}"
ALF,MC102WG1000,10/2 WG MC SOL BK/WH/GN ALU ARMOR 1000',{11-46-902},"{""10/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Armor Cable"",""Aluminum Armor"",""Black/White/Green Insulation"",""NEMA Rated"",""1000 ft Length"",""Electrical Wiring"",Conductors}"
ALF,MC103BKRDWH,10/3 WG MC SOL BK/WH/RD/GN ALU ARMOR,{11-26-902},"{""10/3 WG MC Cable"",""Multi-conductor Cable"",""Metal Clad Cable"",""MC Armor"",""Aluminum Armor Cable"",""10 AWG Wire"",""NEMA Type MC"",""Color-coded Wiring"",""Conductors: Black/White/Red/Green"",""ALF Electrical Supplies""}"
ALF,MC103BRYLGY1000,10/3 WG MC SOL BR/YL/GY/GN ALU ARMOR,{11-11-902},"{""10/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Aluminum Armor Cable"",""Wire Gauge 10-3"",""NEMA 6-30"",""Conductor material Aluminum"",""Electrical wiring"",""Oil resistant cable"",""BR/YL/GY/GN color coding""}"
ALF,MC104BKRDBLWH,10/4 WG MC SOL BK/WH/RD/BL/GN ALU ARMOR 250',{11-34-902},"{""10/4 WG MC Cable"",""MC Cable"",""Metal Clad Wire"",""Aluminum Armor Cable"",""250 ft MC Cable"",""Multi-colored MC Cable"",""NEMA rated Cable"",""Electrical Wire"",""Flexible Armored Cable"",""Armored Cable""}"
ALF,MC1220RGY250,12/2 WG MC SOL OR/GY/GN ALU ARMOR 250',{11-32-801},"{""12/2 WG MC Cable"",""Metallic Sheathed Cable"",""MC Cable 12/2"",""Metal Clad Cable"",""Aluminum Armor"",""Orangish Yellow Green MC"",""NEMA Type MC"",""250 Feet MC Cable"",""Electrical Wiring"",""Conductors Insulated Copper""}"
ALF,MC1222WG250,12/2/2 WG MC (BK-RD)(WH-BK)(WH-RD) 250',{11-28-801},"{""12/2/2 WG MC Cable"",""MC Cable"",""Metal Clad Cable"",""MC Wire"",""12 AWG Cable"",""250 Foot MC Cable"",""Building Wire"",""ALF MC Cable"",""NEMA Cable Ratings"",""Multi-Conductor Cable""}"
ALF,MC122BKWH,12/2 WG MC SOL BK/WH/GN ALU ARMOR 250',{10-21-900},"{""12/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Aluminum Armor Cable"",""NEMA MC"",""12 AWG Multi-Conductor"",""250 Feet Length"",""Black White Green"",MC122BKWH,ALF}"
ALF,MC122BKWH1000,12-2 WG MC SOL BK/WH/GN ALU ARMOR 1000',{10-33-900},"{""12-2 WG MC Cable"",""Metallic Cable"",""MC Cable"",""Aluminum Armor Cable"",""12 AWG 2 Conductors"",""NEMA Rated"",""Black White Green Jacket"",""1000 ft MC Cable Roll"",""Multi-Conductor Cable"",""ALF MC122BKWH1000""}"
ALF,MC122BRGY1000,12/2 WG MC BR/GY ALU ARMOR 1000',{11-32-902},"{MC122BRGY1000,""12/2 Wire"",""Multi-Conductor Cable"",""Wire Armored Cable"",""Aluminum Armor"",""1000ft MC Cable"",""NEMA Rated Cable"",""14 AWG Wire"",""MC Cable"",""BR/GY Wire""}"
ALF,MC122BRGY250,12/2 WG MC BR/GY ALU ARMOR 250',{11-35-802},"{""12/2 Wire"",""MC Cable"",""Metal Clad Cable"",""Aluminum Armor"",BR/GY,""250 Feet"",""Electrical Wire"",""NEMA Rated"",""Conductor Size 12"",""2 Conductors""}"
ALF,MC122IG,12/2 WG MC SOL IG BK/WH ALU ARMOR,{11-40-802},"{""12/2 WG MC"",""metal clad cable"",""MC cable"",""multi-conductor cable"",""aluminum armor"",""insulated wire"",""black and white wire"",""NEMA rated"",""armor cable"",""National Electrical Code""}"
ALF,MC122STBKWH,12/2 WG MC STR BK/WH/GN ALU ARMOR 250',{11-44-902},"{""12/2 Wire"",""MC Cable"",""Metal Clad Cable"",""Aluminum Armor Cable"",""NEMA Type MC"",""250 Feet Length"",""Black White Green"",""Electrical Wiring"",""ALF MC Cable"",""12 Gauge MC Cable""}"
ALF,MC1230RYLGY250,12/3 WG MC SOL OR/YL/GY ALU ARMOR250',{12-23-801},"{""12/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""12 AWG 3 Conductor"",""Aluminum Armor"",""Outdoor Rated"",""Type MC"",""Cable with Ground"",""NEMA Rated"",""Flexible Wiring""}"
ALF,MC123BKRDWH1000,12/3 WG MC SOL BK/WH/RD/GN ALU ARMOR 1000',{11-37-902},"{""12/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Metallic Sheathed Cable"",""Aluminum Armor Cable"",""Wire Gauge 12"",""Multi-color Cable"",""NEMA Type"",""1000 feet"",""Electrical Wire""}"
ALF,MC123BR0RGY1000,12/3 WG MC SOL BR/OR/GY ALU ARMOR 1000',{11-35-702},"{""12/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""12/3 Aluminum Armor"",""Multicolor MC Cable"",""12 AWG Wire"",""NEMA Type"",""Armored Cable"",""Electrical Supply"",""ALF MC123BR0RGY1000""}"
ALF,MC123BR0RGY250,12/3 WG MC SOL BR/OR/GY ALU ARMOR 250',{11-27-701},"{""12/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""12 Gauge Wire"",""Aluminum Armor"",""250 Foot Length"",""NEMA Type MC"",""Electrical Wiring"",""OLF MC123BR0RGY250"",""Solid & Stranded Wire""}"
ALF,MC123STWG,12/3 WG MC STR BK/WH/RD/GN ALU ARMOR 250',{11-34-802},"{""12/3 Wire"",""MC Cable"",""Metal Clad Cable"",""Armored Cable"",""Aluminum Armor"",""250 Feet Length"",Multi-Conductor,""NEMA Rated"",""Black White Red Green"",""WG MC""}"
ALF,MC124BKRDBLWH,12/4 WG MC SOL BK/BL/WH/RD/GN ALU ARMOR 250',{11-36-902},"{MC124BKRDBLWH,""12/4 WG MC Cable"",""Metal Clad Cable"",""MC Cable Aluminum Armor"",""12 AWG 4 Conductor"",""250 Feet Length"",""Aluminum Material"",""Electrical Wiring"",""NEMA Type 1"",""Low Voltage Rated""}"
ALF,MC124BKRDBLWH100,12/4 WG MC SOL BK/BL/WH/RD/GN STL ARMOR/1000',{11-37-702},"{""12/4 MC cable"",""multi-conductor cable"",""armored cable"",""metal clad cable"",""ALF MC124BKRDBLWH100"",""1000 feet MC cable"",""STL armor cable"",""NEMA rated cable"",""12 AWG wire"",""copper stranded wire""}"
ALF,MC142BKWH,14/2 WG MC SOL BK/WH/GN ALU ARMOR,{11-44-801},"{""14/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Aluminum Armor"",""14 AWG 2 Conductors"",BK/WH/GN,""14/2 MC"",NEMA,""Electrical Wiring"",""Multi-Conductor Cable""}"
ALF,MC62WG125,6/2 WG MC ALU ARMOR CABLE 125',{11-34-801},"{""6/2 WG MC ALU ARMOR CABLE"",""armored cable"",""multi-conductor cable"",""aluminum armored cable"",""MC cable"",""NEMA rated cable"",""125 feet cable"",""6 gauge cable"",""weather-resistant cable"",""ALF electrical supply""}"
ALF,MC82WG200,8/2 WG MC ALU ARMOR CABLE 200',{11-42-802},"{""8/2 WG MC ALU ARMOR CABLE"",""MC Cable"",""Metal-Clad Cable"",""8 AWG 2 Conductor"",""Aluminum Armor Cable"",""200 foot length"",""Electrical Wire"",""NEMA Type MC"",""UL Listed"",""CSA Approved""}"
ALF,MC82WG500,8/2 WG MC ALU ARMOR CABLE 500',{11-02-702},"{""8/2 WG MC ALU ARMOR CABLE"",""Metal-Clad Cable"",""MC Cable"",""Armored Cable"",""Aluminum Cable"",""500 ft Cable"",""2 Conductors"",""NEMA rated MC cable"",""Electrical Wiring"",""Wire and Cable Supplies""}"
ALF,MC83WG200,8/3 WG MC ALU ARMOR CABLE 200',{11-42-902},"{""8/3 WG MC ALU ARMOR CABLE"",""MC cable"",""metal-clad cable"",""aluminum armor cable"",""8 AWG 3 conductors"",""NEMA cable"",""power distribution cable"",""200 feet MC cable"",""ALF electrical supplies"",""rated for wet locations""}"
ALF,MC83WG500,8/3 WG MC ALU ARMOR CABLE 500',{11-19-702},"{""8/3 WG MC ALU ARMOR CABLE"",""Metal Clad Cable"",""MC Cable"",""8 gauge wire"",""Aluminum Armor Cable"",""500 ft armored cable"",""NEMA rated cable"",""Electrical wiring"",""Heavy-duty cable"",""UL listed cable""}"
ALF,MCAP122WG,12/2 MCAP SOL ALU ARMOR 250',{11-37-801},"{""12/2 MCAP SOL ALU ARMOR"",""MCAP ALUMINUM CABLE"",""MCAP 12/2"",""Metal Clad Cable"",""Aluminum Armor Cable"",""250 Feet MCAP"",""NEMA Rated MCAP"",""Electrical Wire"",""MCAP Electrical Supply"",""12AWG ALU Cable""}"
ALF,MCAP123WG,12/3 MCAP WG SOL ALU ARMOR 250',{11-42-801},"{""12/3 MCAP WG SOL ALU ARMOR 250'"",MCAP123WG,""metal-clad cable"",""MC cable"",""12 gauge"",""aluminum armor"",""NEMA rated"",""solid conductor"",""rated for wet locations""}"
ALF,MCPCS122BKWH250,MCPCS SOL 12/2 BK/WH & 16/2 PR/PK 250',{11-37-802},"{""MCPCS SOL 12/2 BK/WH"",""MCPCS SOL 16/2 PR/PK"",""multi-conductor cable"",MCPCS,""12/2 cable"",""16/2 cable"",""black/white cable"",""purple/pink cable"",""electrical wire"",""250 feet length""}"
ALF,MCPCS123BKRDWH25,MCPCS SOL 12/3 BK/RD/WH/GN AND 16/2 PR/PK 250',{19-26-806},"{""MCPCS SOL 12/3"",""MCPCS power cord"",""12/3 extension cord"",""MCPCS 250 feet"",""multi-conductor cable"",""rated for outdoor use"",""red black white green"",""NEMA rated cable"",""16/2 wire"",""ALF electrical products""}"
ALF,SGF1,"1"" STEEL FLEXIBLE CONDUIT 50'",{19-30-803},"{""1\"" steel flexible conduit"",""flex conduit"",""flexible conduit 50'"",FMC,""metal conduit"",""NEMA type 1"",""steel conduit"",""conduit pipe"",""rated for outdoor use"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm"",""1\"""",1,""1 inch"",""1 in""}"
ALF,SGF1300,"1"" STEEL FLEXIBLE CONDUIT 300'",{23-09-814},"{""1\"" steel flexible conduit"",""flex conduit"",""flexible conduit"",""conduit 300'"",""ALF SGF1300"",""NEMA rated conduit"",""metal conduit"",""steel conduit"",""300 ft flexible conduit"",""electrical conduit"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
ALF,SMCBL122BKWH,12/2 WG MC SOL BK/WH/GN STEEL ARMOR 250',{12-21-804},"{""12/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Steel Armor"",""250 feet"",""ALF SMCBL122BKWH"",""Electrical Wire"",Multi-Grounded,""Rated for indoor use"",""NEMA type compliant""}"
ALF,SMCBL122BLWH,12/2 WG MC SOL BL/WH/GN STEEL ARMOR 250',{12-19-803},"{""12/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Steel Armor Cable"",""12 AWG MC Cable"",""250 feet MC Cable"",""Electrical Wiring"",""NEMA rated cable"",""Armored Cable"",""MultiConductor Cable""}"
ALF,SMCBL122BRGY,12/2 WG MC SOL BR/GY/GN STEEL ARMOR 250',{11-36-802},"{""12/2 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""12 gauge armored cable"",""250 foot MC cable"",""steel armor cable"",""NEMA rated cable"",""ALF electrical parts"",""braided green wire"",""BR/GY/GN MC cable""}"
ALF,SMCBL123BR0RGY,12/3 WG MC SOL BR/OR/GY/GN STEEL ARMOR 250',{11-46-802},"{""12/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Steel Armor Cable"",""250 ft MC Cable"",""NEMA Cable"",""Armored Cable"",""Wire Gauge 12"",""BR OR GY GN Cable"",""ALF Electrical Supply""}"
ALF,SMCBL123BRYLGY,12/3 WG MC SOL BR/YL/GY/GN STEEL ARMOR 250',{12-22-904},"{""12/3 WG MC Cable"",""Metal Clad Cable"",""MC Cable"",""Multi-Color Cable"",""Steel Armor"",""250 Feet"",""NEMA Rated"",""Electrical Wire"",""FLEXIBLE WIRE"",""12 Gauge Wire""}"
ALF,UAG12,"1/2"" UA SEALTITE CONDUIT, BONDED UL 100'",{19-15-902},"{""1/2 inch UA SEALTITE conduit"",""UL listed conduit"",""bonded SEALTITE conduit"",""1/2 inch flexible conduit"",""UA conduit"",""SEALTITE tubing"",""NEMA rated conduit"",""100 foot conduit roll"",""weather resistant conduit"",""ALF electrical conduit"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",""1/2\"""",1/2,""1/2 inch"",""1/2 in"",""0.5\""""}"
ALF,UAG2,"2"" UA SEALTITE CONDUIT, BONDED UL 50'",{19-15-903},"{""2 inch UA Sealtite Conduit"",""Sealtite conduit"",""conduit UA"",""bonded conduit"",""UL listed conduit"",""NEMA Rated Conduit"",""weatherproof conduit"",""electrical conduit"",""flexible conduit"",""ALF UAG2"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm"",""2\"""",2,""2 inch"",""2 in""}"
ALF,UAG34,"3/4"" UA SEALTITE CONDUIT, BONDED UL 100'",{19-15-901},"{""3/4 inch UA Sealtite conduit"",""Sealtite conduit"",""UL listed conduit"",""Bonded conduit"",""Electrical conduit"",""NEMA rated conduit"",""Flexible conduit"",""Conduit - 100 ft roll"",""Water-resistant conduit"",""UL 100 ft conduit"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm"",""3/4\"""",3/4,""3/4 inch"",""3/4 in"",""0.75\""""}"
ALM,2300N,2G WALL BOX - NAIL ON,{23-11-603},"{""2G Wall Box"",""Wall Box"",""Electrical Box"",""2-gang box"",""NAIL ON"",""NEMA type"",Aluminum,""Installation Box"",""2-gang electrical box"",""ALM 2300N""}"
ALM,2300NK,2300NK 2G 3-IN-D SW BOX,{19-37-702},"{""2300NK 2G 3-IN-D SW BOX"",""2 gang switch box"",""electrical box"",""NEMA box"",""3-in-1 switch enclosure"",""aluminum switch box"",""ALM electrical supplies"",""UL listed switch box"",""NEMA type 1 switch box"",""2300NK catalog item""}"
ALM,3300NK,3300NK 3G 3-IN-D SW BOX,{19-59-704},"{""3300NK 3G 3-IN-D SW BOX"",""ALM electrical box"",""3 gang switch box"",""3G switch box"",""NEMA rated box"",""weatherproof switch enclosure"",""outdoor electrical box"",""3-way switch box"",""metal switch box"",""junction box""}"
ALM,5305NK,"5G FIBERGLASS SWITCH BOX 94"" CU.",{16-51-701},"{""5G Fiberglass Switch Box"",""Switch Box"",""Electrical Junction Box"",""94 inch Switch Box"",""NEMA Type"",""Fiberglass Box"",""ALM Switch Box"",""Electrical Enclosure"",""94CU Switch Box"",""UL Listed Switch Box""}"
ALM,9331ESK,1G 2-1/2D SW BOX,{17-13-703},"{""1G 2-1/2D SW BOX"",""switch box"",""electrical box"",""single gang box"",aluminum,""NEMA rated"",""type: standard"",""NEMA type: 1"",""long lasting"",""weather resistant""}"
ALM,9338ESK,"3-1/2"" RND BOX W/EAR",{13-40-805},"{""3-1/2 inch round box"",""electrical junction box"",""wire junction box"",""round wire box"",""NEMA rated junction box"",""ALM 9338ESK"",""round electrical box"",""high-quality electrical box"",""metal junction box"",""outdoor junction box"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ALM,9361ESK,1G 2-3/4D SW BOX,{16-43-805},"{""1G 2-3/4D SW BOX"",""switch box"",""electrical junction box"",""1 gang"",""2-3/4 inch depth"",ALM,plastic,""NEMA type: not applicable"",""ratings: UL listed"",""home electrical supply""}"
ALM,9366EWK,1G WID SW BOX W/EAR,{20-50-702},"{""1G Wide Switch Box"",""Electrical Box"",""Switch Box"",""1 Gang Wide Switch Box"",""ALM Switch Box"",""NEMA Rated Box"",""Plastic Switch Box"",""Electrical Enclosure"",""UL Listed Switch Box"",""Indoor Electrical Box""}"
ALR,ALR1,"1"" ALUMINUM RIGID CONDUIT",{22-13-800},"{""1 inch aluminum rigid conduit"",""aluminum conduit"",""rigid conduit"",ALR1,""1\"" conduit"",""NEMA type"",""metal conduit"",""conduit pipe"",""aluminum electrical conduit"",""rated for outdoor use"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm"",""1\"""",1,""1 inch"",""1 in""}"
ALR,ALR112,"1-1/2"" ALUMINUM RIGID CONDUIT",{22-13-700},"{""1-1/2\"" Aluminum Rigid Conduit"",""Rigid Conduit"",""Electrical Conduit"",ALR112,ALR,""Metal Conduit"",""NEMA Type"",""Conduit Material: Aluminum"",""Conduit Size: 1.5 inch"",""Electrical Wiring Accessories"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",""1-1/2\"""",1-1/2,""1 1/2"",""1-1/2 inch"",""1-1/2 in"",""1.5\""""}"
ALR,ALR114,"1-1/4"" ALUMINUM RIGID CONDUIT",{22-11-700},"{""1-1/4\"" aluminum rigid conduit"",""rigid conduit"",""aluminum conduit"",ALR114,""metal conduit"",""NEMA rated conduit"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm"",""1-1/4\"""",1-1/4,""1 1/4"",""1-1/4 inch"",""1-1/4 in"",""1.25\""""}"
ALR,ALR12,"1/2"" ALUMINUM RIGID CONDUIT",{22-11-600},"{""1/2 inch aluminum rigid conduit"",""aluminum conduit"",""rigid conduit"",ALR12,""metal conduit"",""NEMA type"",""conduit pipe"",""electrical conduit"",""aluminum rigid pipe"",""UL listed"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",""1/2\"""",1/2,""1/2 inch"",""1/2 in"",""0.5\""""}"
ALR,ALR2,"2"" ALUMINUM RIGID CONDUIT",{22-11-900},"{""2 inch aluminum rigid conduit"",ALR2,""aluminum conduit"",""rigid conduit"",""metal conduit"",""NEMA type"",""2\"" conduit"",aluminum,""conduit pipe"",""electrical conduit"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm"",""2\"""",2,""2 inch"",""2 in""}"
ALR,ALR3,"3"" ALUMINUM RIGID CONDUIT",{22-13-900},"{""3 inch aluminum rigid conduit"",ALR3,""ALR aluminum conduit"",""rigid conduit"",""3\"" conduit"",""NEMA type conduit"",""aluminum electrical conduit"",""metal conduit"",""conduit pipe"",""high rating aluminum conduit"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm"",""3\"""",3,""3 inch"",""3 in""}"
ALR,ALR34,"3/4"" ALUMINUM RIGID CONDUIT",{22-11-800},"{""3/4 inch aluminum rigid conduit"",""aluminum conduit"",""rigid conduit"",ALR34,""aluminum tubing"",""NEMA rated"",""metal conduit"",""conduit pipe"",""heavy duty conduit"",""electrical conduit"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm"",""3/4\"""",3/4,""3/4 inch"",""3/4 in"",""0.75\""""}"
AMF,CG150K,"1 1/2"" CORD GRIP CONN KIT (1.050-1.630)",{16-55-804},"{""1 1/2 inch cord grip connection kit"",""cord grip connector"",""cord grip"",CG150K,""NEMA rated connector"",""electrical connector kit"",""metal cord grip"",""high strength cord grip"",""industrial connector kit"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
AMF,CG75K,"3/4"" CORD GRIP CONN KIT (.125-.880)",{18-43-801},"{""3/4\"" cord grip connection kit"",""cord grip connector kit"",""AMF CG75K"",""cord grip assembly"",""NEMA cord grip"",""0.125-0.880 cord grip"",""cable management accessory"",""cable grip kit"",""rated for outdoor use"",""copper and plastic material"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
